Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
,"","Bust Down","A Love Letter to You 2","Trippie Redd",,245000,0,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2017-11-30T00:03:35Z,""
,"","Color Green","Lost in Translation","New Politics",,274000,0,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2017-11-30T00:03:35Z,""
,"","Confidently Lost","Confidently Lost","Sabrina Claudio",,209000,0,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2017-11-30T00:03:35Z,""
,"","Cold Little Heart","Love & Hate","Michael Kiwanuka",,597000,0,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2017-11-30T00:03:35Z,""
,"","Say A'","The Bigger Artist","A Boogie wit da Hoodie",,214000,0,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2017-11-30T00:03:35Z,""
5EYi2rH4LYs6M21ZLOyQTx,"7pbDxGE6nQSZVfiFdq9lOL,4gHcu2JoaXJ0mV4aNPCd7N","Loving Is Easy","Loving Is Easy","Rex Orange County,Benny Sings",2017-10-11,155720,77,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2017-11-30T00:06:02Z,"bedroom pop,pop,dutch pop,indie soul",0.756,0.609,3,-7.927,1,0.0544,0.217,0.00474,0.096,0.537,117.023,4
,"","The Way You Used to Do","Villains","Queens of the Stone Age",,274000,0,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2017-11-30T00:03:35Z,""
0EM0yABJzbFOvZQkfvuvCy,"6qgnBH6iDM91ipVXv28OMu,2VAnyOxzJuSAj7XIuEOT38,5XenQ7XfcvQdfIbpLEFaKQ","TOGETHER","99.9%","KAYTRANADA,AlunaGeorge,GoldLink",2016-05-06,197240,3,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2017-11-30T00:04:34Z,"escape room,indie soul,lgbtq+ hip hop,electropop,house,pop,tropical house,alternative r&b,dmv rap,hip hop,r&b,rap,underground hip hop",0.825,0.694,1,-7.604,1,0.177,0.0247,0.0124,0.356,0.809,112.017,4
15EPc80XuFrb2LmOzGjuRg,"5XenQ7XfcvQdfIbpLEFaKQ,3tlXnStJ1fFhdScmQeLpuG,1DvtabXAjfrMihPP6JQdHs","Crew (feat. Brent Faiyaz & Shy Glizzy)","At What Cost","GoldLink,Brent Faiyaz,Shy Glizzy",2017-03-24,176702,74,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2017-11-30T00:05:38Z,"alternative r&b,dmv rap,hip hop,indie soul,r&b,rap,underground hip hop,pop,drill,southern hip hop,trap,vapor trap",0.728,0.607,1,-8.417,0,0.132,0.133,0,0.0864,0.445,129.938,4
7r6LNJT2LqpLpEyZQJPygt,"1RyvyyTE3xzB2ZywiAwp0i,50co4Is1HCEo8bhOyUWKpn,4DdkRBBYG6Yk9Ka8tdJ9BW","Patek Water (feat. Offset)","SUPER SLIMEY","Future,Young Thug,Offset",2017-10-20,189480,58,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2017-11-30T00:07:09Z,"atl hip hop,pop rap,rap,southern hip hop,trap,atl trap,gangster rap,melodic rap,hip hop",0.86,0.561,6,-5.757,0,0.185,0.274,0,0.108,0.354,152.984,4
5l9c6bJmzvftumhz4TMPgk,"6v8FB84lnmJs434UJf2Mrm","Harvest Moon","Harvest Moon","Neil Young",1992-11-02,303213,71,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2017-11-30T03:10:43Z,"album rock,canadian singer-songwriter,classic canadian rock,classic rock,mellow gold,permanent wave,rock,roots rock,singer-songwriter",0.648,0.309,2,-12.432,1,0.0264,0.526,0.000249,0.124,0.407,112.929,4
3lB0GMiI5KxDbTOG8V3bOx,"360IAlyVv4PCEVjgyMZrxK,5INjqkS1o8h1imAzPqGZBb","waves - Tame Impala Remix","Rogue Waves","Miguel,Tame Impala",2016-02-26,253346,70,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2018-02-01T02:06:54Z,"dance pop,pop,r&b,urban contemporary,australian psych,neo-psychedelic",0.529,0.894,2,-3.599,1,0.0412,0.308,0.00000538,0.254,0.543,108.024,4
5075foWfaIxJZr3hGMopXO,"2lbUjuMzHkT4qIECvk2f3L,0Y5tJX1MQlPlqiwlOH1tJY","Deserve (feat. Travis Scott)","Deserve (feat. Travis Scott)","Kris Wu,Travis Scott",2017-10-12,182837,46,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2018-02-01T02:07:09Z,"chinese hip hop,chinese idol pop,rap,slap house",0.677,0.697,5,-5.63,0,0.0321,0.0198,0,0.144,0.61,134,4
5QTdOvIF2ehBMZpSIIGzIo,"0cGUm45nv7Z6M6qdXYQGTX","Honey","Honey","Kehlani",2017-10-06,199209,71,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2018-02-01T02:07:23Z,"dance pop,pop,pop rap,post-teen pop,r&b,urban contemporary",0.606,0.24,3,-7.102,1,0.0369,0.772,0,0.0819,0.526,96.792,4
5dV0BmSJTb41SA3RDe1Umg,"6TvjXbopXg71XRM9OZWqUc","We Ain't Homies","We Ain't Homies","Arin Ray",2017-07-28,242160,29,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2018-02-01T02:08:21Z,"alternative r&b,chill r&b,indie r&b,pop r&b,r&b,trap soul",0.857,0.709,5,-3.465,1,0.163,0.246,0.0000162,0.0575,0.878,139.983,4
